start	end	text
295800	297800	它一開始是CNN
297800	300800	所以沒有影響就是
300800	302800	影響就是
302800	304800	reconedient
304800	306800	或oscillation
306800	308800	都是所謂的CNN地域
308800	310800	之後就開始進入到
310800	312800	這個確實地地的時代
312800	314800	它是Language Transformer
314800	316800	是中間的紅線
316800	319800	所以馬上就要進入Vision Transformer
319800	321800	就是它用Transformer的技術
321800	323800	來做影響
323800	325800	以前是用最左邊CNN的技術
325800	327800	現在Vision Transformer
327800	329800	就慢慢pick it up
331800	333800	這一張我稍微講一下
333800	335800	最近做這個
335800	336800	LLM
336800	338800	Large Language Models
338800	341800	全包的各個重要的models中
341800	343800	我先提醒大家
343800	345800	這一整條線是
345800	347800	每個市集的月
347800	349800	這個
349800	351800	接該進入的MineSource
351800	352800	應該是去年十幾月
352800	354800	當初最左邊的ChangeGDP
354800	356800	它3.0版release
356800	358800	馬上真的就是
358800	360800	下面的MineSource
360800	362800	就release AI的設定
362800	364800	然後馬上
364800	366800	過來就是ChangeGDP
366800	368800	今年三月
368800	370800	然後Google推出他們的
370800	372800	手機就叫Bot
372800	374800	然後
374800	376800	Escope也這樣子一個叫
376800	378800	Collode
378800	380800	Collode
380800	382800	Collode 2
382800	384800	它是要跟ChangeGDP競爭的
384800	386800	然後Meta就出了它的
386800	387800	Large Language Models
387800	389800	我在這裡稍微提一下
389800	391800	Large Language Models它有非常重要的
391800	393800	意義
393800	395800	ChangeGDP 3.5
395800	397800	它的character
397800	399800	是175的地面
399800	401800	就是17500萬
401800	403800	的參數
403800	405800	但是Meta的
405800	407800	Lama 2的7B
407800	409800	7B就是
409800	411800	表示它用7個billion的參數
411800	413800	所以它的model size小很多
413800	415800	就是175對77
415800	417800	那
417800	419800	得到類似的精確度
419800	421800	所以
421800	423800	這邊代表的事情呢
423800	425800	原本175 billion只能在
425800	427800	高大上的雲端
427800	429800	算的東西
429800	431800	你假如做到7個billion
431800	433800	那該不會有硬體的機會
433800	435800	手機的機會
435800	437800	Normal的機會
437800	439800	所以你就不用在上傳你的
439800	441800	問題到雲端的
441800	443800	server回答之後
443800	445800	發給你
445800	447800	那這代表你的意義呢
447800	449800	你的資料還在你的手機
449800	451800	還在你的電腦裡
451800	453800	不是你不能做問題
453800	455800	它都知道是你內在被討論的
455800	457800	所以這是一個非常重要的事情
457800	459800	其實就是你的隱私保護
459800	461800	然後第二點是處理速度
461800	463800	你確定第一你現在
463800	465800	可能會發現偶爾會卡卡的
465800	467800	也就是因為它
467800	469800	families要非常的高
469800	471800	然後server要firm
471800	473800	families都超二
473800	475800	然後再把你的資料傳回來
475800	477800	只要你假如在本地亂做就不會有這個問題
477800	479800	那除此本地
479800	481800	亂做的話你就會有更多
481800	483800	可以想像的應用
483800	485800	產生因為沒有那個
485800	487800	配
487800	489800	那接下來就是
489800	491800	再過來就是
491800	493800	九月二十六
493800	495800	上映的那個右邊的第二個
495800	497800	是這個
497800	499800	它的valuation openAI
499800	501800	公司的valuation已經到
501800	503800	九十個billion
503800	505800	現在九十個billion就號稱是
505800	507800	十角獸
507800	509800	比如說獨角獸
509800	511800	獨角獸是ten billion
511800	513800	valuation
513800	515800	這個是十十個billion
515800	517800	已經到九角獸
517800	519800	現在大家都叫它
519800	521800	十角獸
521800	523800	然後再過來就是
523800	525800	這個
525800	527800	microsoft file
527800	529800	然後
529800	531800	上個週末
531800	533800	上上個週末
533800	535800	就開始出現
535800	537800	那個openAI的公斗劇
537800	539800	然後
539800	541800	公斗劇的真正原因其實是
541800	543800	像那個
543800	545800	紅燒
545800	547800	一個紅色的cube上面有一個形式
547800	549800	其實真正的原因是
549800	551800	那個cube燒
551800	553800	然後才造成
553800	555800	一月十五號的
555800	557800	公斗劇
557800	559800	但是cube燒曝光是十一月
559800	561800	才曝光
561800	563800	但是兩件事情是
563800	565800	完全相關的
565800	567800	那我跟大家解釋一下
567800	569800	就是當你在去年十一月
569800	571800	用切記錄的時候
571800	573800	它對數的時數去移到
573800	575800	二三三乘二三九
575800	577800	切記錄數外方是錯的
577800	579800	那為什麼呢
579800	581800	切記錄它其實是
581800	583800	用一個condition的model
583800	585800	就是它會
585800	587800	你問它的問題
587800	589800	它就開始肯定說
589800	591800	你最有可能的答案是什麼
591800	593800	所以你用一個問題問切記錄
593800	595800	定額值答案會不一樣
595800	597800	因為它一直在做condition
597800	599800	那基於
599800	601800	其實一樣
601800	603800	你問它的數學問題
603800	605800	不是數字
605800	607800	它就猜
607800	609800	這兩個數字相比的答案是什麼
609800	611800	所以你同樣的
611800	613800	數學公司
613800	615800	數學運算進去
615800	617800	它每個答案都不一樣
617800	619800	因為它問題都在做condition
619800	621800	但是cube燒這個
621800	623800	發覺其實你現在
623800	625800	用切記錄這個問題已經解決了
625800	627800	因為它們已經發現
627800	629800	Cube燒來做事情
629800	631800	那個Stan就是
631800	633800	這個CEO他拖了
633800	635800	四分一的能力在解決
635800	637800	確定VT不能做
637800	639800	多學運算或數學運算的問題
639800	641800	那為什麼這一件事情
641800	643800	會到什麼後續呢
643800	645800	其實這一件事情表示
647800	649800	人工智慧
649800	651800	以前你是做人文修養的
651800	653800	寫文章出問題的
653800	655800	答問題找資料
655800	657800	它就變成是可以精算的
657800	659800	一個machine
659800	661800	所以它就可以
661800	663800	自己再去做所謂的數學推導
663800	665800	數學的condition
665800	667800	而且是正確的事情
667800	669800	那這個就會開始遇到
669800	671800	大家就害怕
671800	673800	未來就會遇到
673800	675800	你們可能太強
675800	677800	我這個年紀的computer
677800	679800	阿姆斯華斯哥的電影
679800	681800	你們一定要去看
681800	683800	經典中的經典
683800	685800	那個年代就可以鼓勵
685800	687800	未來這個世界
687800	689800	而且我們現在的電影
689800	691800	比那個裡面的CP越來越強
693800	695800	就是有空一定要去看
695800	697800	人文電影
697800	699800	然後第二個就是說
699800	701800	因為人工智慧已經進擊到
701800	703800	它不但可以成成
703800	705800	語言人文的修養
705800	707800	也可以做到
707800	709800	演技還有工程上的起轉
709800	711800	所以它就開始
711800	713800	變得有一點
713800	715800	能力太強大會讓人家害怕
715800	717800	所以當初
717800	719800	Overlayer成立的目的
719800	721800	它其實是一個non-population
721800	723800	而且它不能讓
723800	725800	人工智慧超越人類的
725800	727800	這個智慧
727800	729800	但是自從這個CubeStyle
729800	731800	出來之後
731800	733800	這件事情就會越來越
733800	735800	發生
737800	739800	最後一個點就是
739800	741800	Amazon
741800	743800	絕對不會弱人透
743800	745800	不過它已經
745800	747800	未已股定
747800	749800	它今年12月一定會
749800	751800	發表它自己的
751800	753800	YOLM Model
753800	755800	這個名字叫Own Plus
755800	757800	空力叫Own Plus
757800	759800	所以你可以想像
759800	761800	這些大咖就是雲端大咖
761800	763800	都會出自己的
763800	765800	Language Model
765800	767800	所以這一些的技術是
767800	769800	絕對不能放掉的
771800	773800	這一張就是
773800	775800	那個空洞劇嘛
775800	777800	到底被Fire還是還會再回去
777800	779800	最後是在11月2號
779800	781800	台灣時間兩點都Settle Down
781800	783800	它會
783800	785800	Send over to Ong Meiya
787800	789800	這一張大家以前都會覺得
789800	791800	反正軟體
791800	793800	它讓你快速就很慢
793800	795800	那我想
795800	797800	Everybody's Attention
797800	799800	這裡這一張圖是
799800	801800	三個月的span
801800	803800	剛才那張是應年
803800	805800	這裡的每一個是六天
805800	807800	這三個月
807800	809800	發生在硬體上發生了
809800	811800	非常非常多的大事情
811800	813800	所以現在的硬
813800	815800	AI硬體系統已經
815800	817800	白熱化了
817800	819800	而且我可以保證會越來越
819800	821800	快
821800	823800	先是最左邊的這個SEMA AI
823800	825800	SEMA大AI
825800	827800	它是一個新創做AI出現的
827800	829800	它又突然
829800	831800	橫空出世
831800	833800	重點不是橫空出世這件事情
833800	835800	是它已經有時間刻度了
835800	837800	而且它的
837800	839800	出來的影片它可以
839800	841800	打敗NVIDIA的Original
841800	843800	BAR
843800	845800	就是操作它發生的
845800	847800	Performance
847800	849800	然後再過來用Intel
849800	851800	Announce它的AI
851800	853800	AI硬體系就是以後的
853800	855800	機器都會回來功能
855800	857800	而且Pack
857800	859800	特別選在上個月在
859800	861800	台灣發表它的Intel
861800	863800	就是要
863800	865800	講AI是
865800	867800	未來的主題
867800	869800	而且它非常多
869800	871800	是台灣的Supply Chain
871800	873800	因為Supply Chain不支持它
873800	875800	就沒有所謂的AI
875800	877800	所以它特別選在台灣
877800	879800	辦它的AI
879800	881800	在上個月
881800	883800	所以大家知道AI有多重要
883800	885800	再過來
885800	887800	是NVIDIA跟AMD
887800	889800	兩個是進入對手
889800	891800	會合作
891800	893800	在AI過程上
893800	895800	兩個合作
895800	897800	一起出產品
897800	899800	這也是很難接的事情
899800	901800	因為大家不能放過
901800	903800	這個機會
903800	905800	一起去搶市場
905800	907800	接下來
907800	909800	接下來這三個事件是連在一起的
909800	911800	誇張在10月26日
911800	913800	就有Performance的一個
913800	915800	叫做Snapdragon H
915800	917800	第八代
917800	919800	叫做S-Inline的platform
919800	921800	震驚的
921800	923800	因為它的Announce
923800	925800	讓後面兩星馬上就要更漂亮
925800	927800	因為出了自主震
929800	931800	先講誇張這個
931800	933800	誇張的那邊就是出了一個
933800	935800	手機的platform
935800	937800	可以處理
937800	939800	7B
939800	941800	就是7個Billion的LLM
941800	943800	就是我剛剛講的那些
943800	945800	就是因為
945800	947800	它的
947800	949800	Facebook出了Number 2
949800	951800	它的核命的就是7B
951800	953800	我現在
953800	955800	專門做的全球面的platform
955800	957800	也可以處理7B的LLM
957800	959800	而且是
959800	961800	30 photons per second
961800	963800	Photon就是
963800	965800	一個英文字就叫Photon
965800	967800	I am Justin
967800	969800	就是3個Photon
969800	971800	所以它現在的platform可以做到
971800	973800	30 photons per second
973800	975800	就是足足應用到我們的對話
975800	977800	所以就
977800	979800	故意我剛才跟你講的事情
979800	981800	Lamma 2的重要性
981800	983800	就是因為它變成7B
983800	985800	現在platform提供的那個影子
985800	987800	可以在手機上用
987800	989800	所以以後手機上就可以做
989800	991800	AI的這種確定性的
991800	993800	對話
993800	995800	也因此
995800	997800	這件事情又是一個很控制式
997800	999800	所以讓B的
999800	1001800	馬上的A4
1001800	1003800	剛剛一晚上就說我30號
1003800	1005800	要挖開我的這個最新的M3
1005800	1007800	然後也B的
1007800	1009800	原發哥我11月6號也要
1009800	1011800	挖開我的手機
1011800	1013800	因為它已經下了
1013800	1015800	而且Photon是明年明年中才會輸
1015800	1017800	至少其他人都說
1017800	1019800	我明年會輸我夜都有
1019800	1021800	非常有意思
1021800	1023800	接下來就是11月15號
1023800	1025800	上一個Microsoft
1025800	1027800	Microsoft原本是
1027800	1029800	一個
1029800	1031800	服務公司
1031800	1033800	後來再轉成雲端服務公司
1033800	1035800	但它現在雲端服務
1035800	1037800	比較刺激起來多一點點
1037800	1039800	我再講一次它以前
1039800	1041800	是要買大家的設備
1041800	1043800	它就提供服務給大家
1043800	1045800	例如Azure
1045800	1047800	Azure這是它服務
1047800	1049800	它的Office
1049800	1051800	所以它的客戶非常非常多
1051800	1053800	但它現在也發現我不能永遠
1053800	1055800	被硬體公司掐進
1055800	1057800	我永遠都要買硬體
1057800	1059800	公司的硬體設備
1059800	1061800	而且它沒有為我優化
1061800	1063800	所以終於有幾個公司
1063800	1065800	它就決定自己下來做
1065800	1067800	自己下來做提供片
1067800	1069800	所以它就很方便它依靠著
1069800	1071800	OnBase的CPU跟AI
1071800	1073800	然後是
1073800	1075800	Chip
1075800	1077800	好,下一題
1077800	1079800	是兩天前的新聞
1079800	1081800	就是AWS
1081800	1083800	Amazon的AWS跟NVIDIA
1083800	1085800	也決定一起開發
1085800	1087800	AI的超級電腦
1087800	1089800	所以基本上我每天都在
1089800	1091800	update這張圖
1091800	1093800	因為AI的印象
1093800	1095800	實在太快了,這張圖跟剛才的
1095800	1097800	放上來的印度,我每個
1097800	1099800	時候update,因為這個
1099800	1101800	疊帶太快
1101800	1103800	太快了,那
1103800	1105800	大家真的要好好把握
1105800	1107800	這一個新的技術
1107800	1109800	它就有點像
1109800	1111800	當你的GSM
1111800	1113800	但是你們可能沒有那個感覺
1113800	1115800	因為生氣外的都用手機
1115800	1117800	然後
1117800	1119800	就像當你的
1119800	1121800	Smartphone,你們可能
1121800	1123800	也沒有感覺,因為你們拿著NVIDIA
1123800	1125800	就有Smartphone
1125800	1127800	但是你們絕對會遇到
1127800	1129800	AIM的搭訕
1129800	1131800	AIM的搭訕,你們要
1131800	1133800	有這四個
1133800	1135800	那
1135800	1137800	這一個只是跟大家
1137800	1139800	強調一下AI
1139800	1141800	有多
1141800	1143800	極限需要
1143800	1145800	這個名義
1145800	1147800	是10的脂肪是
1147800	1149800	10萬倍
1149800	1151800	對,10萬倍
1151800	1153800	所以在過去的
1153800	1155800	我們只要看過去的
1155800	1157800	10年好了
1157800	1159800	它的需要運算量
1159800	1161800	就是10的脂肪這樣子
1161800	1163800	一直跳上去,它的運算量
1163800	1165800	會是越來越高,需求越來越大
1165800	1167800	所以表示它會
1167800	1169800	賺這個軟硬體
1169800	1171800	的發展
1171800	1173800	越來越快
1173800	1175800	好,那
1175800	1177800	所以當我稍微
1177800	1179800	不知道這可能是半導體的東西
1179800	1181800	大家來稍微瞭解一下
1181800	1183800	現在就是有常常遇到
1183800	1185800	很難以置身
1185800	1187800	有沒有,台積電一定要
1187800	1189800	量產,就是iPhone 15
1189800	1191800	的Pro version
1191800	1193800	iPhone 15 Pro,全部都是
1193800	1195800	用搭訕的晶片
1195800	1197800	那,這一張其實就是
1197800	1199800	講一下Ethel
1199800	1201800	它
1201800	1203800	對於最好的這個
1203800	1205800	自成的疊帶
1205800	1207800	的尊重
1207800	1209800	就是適應要
1209800	1211800	有這個疊帶
1211800	1213800	這幾個是從Ethel C
1213800	1215800	Ethel 4 3 2
1215800	1217800	20
1217800	1219800	它不叫20
1219800	1221800	因為它是取耐力
1221800	1223800	下一個單位是安重
1223800	1225800	所以A,它的標誌
1225800	1227800	A方面就是圈圈
1227800	1229800	叫做20安重
1229800	1231800	然後再下一個是18安重
1231800	1233800	那這裡我要請教的是說
1233800	1235800	它
1235800	1237800	不只是這個線寬在減小
1237800	1239800	它也要你進行一個
1239800	1241800	新的技術,比方說超E
1241800	1243800	分別是
1243800	1245800	會是一個
1245800	1247800	革命性的技術
1247800	1249800	而且明年2月的
1249800	1251800	全世界最好的
1251800	1253800	互裁電池的
1253800	1255800	發表會叫ISCC
1255800	1257800	它就會發表
1257800	1259800	這個真正
1259800	1261800	合力到量產等級的
1261800	1263800	超E的電路
1263800	1265800	OK,那這一個東西
1265800	1267800	也會做一個革命性的
1267800	1269800	它會讓功耗更低
1269800	1271800	然後
1271800	1273800	這個速度會保持
1273800	1275800	更好的樣子
1279800	1281800	這一張就是所謂
1281800	1283800	超E的技術
1283800	1285800	這個主要是
1285800	1287800	四成的東西
1287800	1289800	就非偽性技術
1289800	1291800	就是原本
1291800	1293800	真正運算的電路
1293800	1295800	儲值運算的電力
1295800	1297800	在這裡下面,然後上面有
1297800	1299800	好幾層的金屬把它連在一起
1299800	1301800	然後最後
1301800	1303800	power會弄在最上面
1303800	1305800	再讓你傳下來
1305800	1307800	那你想一想
1307800	1309800	我這樣子每次power從這裡傳下來
1309800	1311800	中間就會有這個電體
1311800	1313800	會消耗很多的
1313800	1315800	能量
1315800	1317800	然後還有這個RCC類的溫度
1317800	1319800	就是你從這裡傳下來就很難
1319800	1321800	OK,那
1321800	1323800	現在英特爾提出來這個
1323800	1325800	英特爾做出來
1325800	1327800	它不是一個題的
1327800	1329800	然後它做出來的就是
1329800	1331800	它把這個儲值運算給你的時候
1331800	1333800	它上面是speednode
1333800	1335800	給一些一樣的儲值
1335800	1337800	但是它power從後面來
1337800	1339800	所以你可以想像它就省了這一大段
1339800	1341800	因為它power
1341800	1343800	就是要進電機去
1343800	1345800	它沒有消耗中間的speednode
1345800	1347800	所以就等於把這一段
1347800	1349800	翻下來,從後面進去
1349800	1351800	所以你可以想像
1351800	1353800	這樣就會讓很多
1353800	1355800	原本要縮跑的
1355800	1357800	這一段動機
1357800	1359800	消耗的功耗
1359800	1361800	什麼都是這樣
1361800	1363800	然後就會讓未來的機器更新的話
1363800	1365800	然後有什麼
1367800	1369800	好,那
1369800	1371800	下一個提到這裡是CP
1373800	1375800	好,CP跟
1375800	1377800	這個處理器
1377800	1379800	一直都有這個gap
1379800	1381800	這一張是19
1381800	1383800	教科書的作者
1383800	1385800	Baby Pallas跟John Hemsky
1385800	1387800	在他的教科書
1387800	1389800	叫做Mirror Collector
1389800	1391800	很早就畫出這一張
1391800	1393800	這一張要表示的意思是說
1393800	1395800	你看那個Ione的手機
1395800	1397800	它是算
1397800	1399800	這個邏輯製成這個處理器
1399800	1401800	可以表明,它的轉動物質
1401800	1403800	一直這樣子
1403800	1405800	就是往上走,但是
1405800	1407800	記憶體它其實是
1407800	1409800	慢慢地上升,所以
1409800	1411800	這兩個gap是越來越大
1411800	1413800	處理器越跑越快,但是你
1413800	1415800	相對的記憶體沒有進入那麼快
1415800	1417800	所以就會造成這個gap
1417800	1419800	這個gap就會讓處理器
1419800	1421800	的能力功能能到完全的
1421800	1423800	發揮
1423800	1425800	在我們的電力系就叫
1425800	1427800	Memory War,記憶體
1427800	1429800	比較
1429800	1431800	強,記憶體比較
1431800	1433800	所以
1433800	1435800	就要來
1435800	1437800	解決這個問題,這一張
1437800	1439800	我要秀的是說,過去的
1439800	1441800	紅色的表現,AR的記憶體
1441800	1443800	是每兩年
1443800	1445800	大概是2.5倍的增加
1445800	1447800	這是NVIDIA的
1447800	1449800	最
1449800	1451800	高階的
1451800	1453800	GPU
1453800	1455800	來畫的線
1455800	1457800	它用的記憶體就是
1457800	1459800	大概每兩年是
1459800	1461800	2.5倍的增加
1461800	1463800	但是我們那個參數的話
1463800	1465800	軟體的參數
1465800	1467800	每兩年是4倍增加
1467800	1469800	所以你可以看到這個記憶體
1469800	1471800	這個軟體的
1471800	1473800	這個
1473800	1475800	軟體的核密的數跟
1475800	1477800	Memory的gap是非常
1477800	1479800	非常大的
1479800	1481800	像藍色其實是因為
1481800	1483800	另外一些加速的方法
1483800	1485800	可以讓它變成時間倍
1485800	1487800	這個也先不用在這裡考慮
1489800	1491800	那
1491800	1493800	記憶體的真正的關鍵
1493800	1495800	Priperious什麼呢
1495800	1497800	第一個是容量
1497800	1499800	第二個是寬
1499800	1501800	為什麼容量重要
1501800	1503800	第一個是說
1503800	1505800	第一個原因是model size
1505800	1507800	因為確實GPU
1507800	1509800	問題在3.5才會弄出來
1509800	1511800	因為它在確實GPU的時候
1511800	1513800	它model是不夠
1513800	1515800	多
1515800	1517800	所以你問它的問題,它回答會有點
1517800	1519800	嚴厲
1519800	1521800	因為它資訊不夠多
1521800	1523800	它沒辦法給你完整的答案
1523800	1525800	所以它需要大記憶
1525800	1527800	需要大model size
1527800	1529800	相對比較大的記憶容量
1529800	1531800	第二個原因是context
1531800	1533800	context是
1533800	1535800	前文
1535800	1537800	這英文也是base的意思
1537800	1539800	這等於是你在問CGBT
1539800	1541800	你隨便給它問一個很短的意思
1541800	1543800	它會給你一個很好的答案
1543800	1545800	所以你不要給它
1545800	1547800	多一些base的資料
1547800	1549800	它會給你比較
1549800	1551800	好的回答
1551800	1553800	好
1557800	1559800	我今天
1559800	1561800	想
1561800	1563800	大家畢業之後
1563800	1565800	要請老師幫你寫推薦型
1565800	1567800	那你就
1567800	1569800	問CGBT說
1569800	1571800	我相信
1571800	1573800	老師寫推薦型
1573800	1575800	你幫我寫一篇給老師寫
1575800	1577800	它就
1577800	1579800	寫給你的事實了
1579800	1581800	通常內容性
1581800	1583800	比較不會有效果
1583800	1585800	你要跟確定
1585800	1587800	要是我
1587800	1589800	我就跟確定講說
1589800	1591800	我現在是一個大四的學生
1591800	1593800	未來我要修
1593800	1595800	隨便電系的博士
1595800	1597800	我現在
1597800	1599800	在這一個老師的課程
1599800	1601800	我都修了兩科
1601800	1603800	我希望以我這個背景
1603800	1605800	還有未來的興趣
1605800	1607800	希望老師可以給我一個推薦
1607800	1609800	現在
1609800	1611800	會給你一個比較
1611800	1613800	請老師你也看得比較會
1613800	1615800	因為
1615800	1617800	老師委選你碰試
1617800	1619800	你學我的課
1619800	1621800	你隨便丟一封信給老師說
1621800	1623800	也只有這個資訊
1623800	1625800	就給你寫一封公版
1625800	1627800	所以
1627800	1629800	這個就是所謂的
1629800	1631800	contest
1631800	1633800	就是背景
1633800	1635800	你背景越多
1635800	1637800	你問題得到答案會越長
1637800	1639800	所以這因為帶
1639800	1641800	所謂的memory容量級寓容
1641800	1643800	第三個
1643800	1645800	就是bandwidth
1645800	1647800	bandwidth也很容易理解
1647800	1649800	就是你bandwidth越高
1649800	1651800	你出一出越快
1651800	1653800	你得到答案回音的時間
1653800	1655800	也比較快
1655800	1657800	所以為什麼
1657800	1659800	任性的NVIDIA 100
1659800	1661800	它特別要強調
1661800	1663800	我這個容量非常非常的大
1663800	1665800	然後我的頻寬
1665800	1667800	bandwidth也非常高
1667800	1669800	是2Kbps
1671800	1673800	好
1673800	1675800	這段我講的
1675800	1677800	商業主題應該比較有興趣
1677800	1679800	這一段是在網路上
1679800	1681800	有人傳
1681800	1683800	入行資的一段
1683800	1685800	經營10月
1685800	1687800	所以還比較OK的一個comment
1687800	1689800	就是NVIDIA
1689800	1691800	最高階的
1691800	1693800	GPU晶片
1693800	1695800	叫H100
1695800	1697800	然後它對於BOM
1697800	1699800	就是field material
1699800	1701800	然後它對於BOM的分析
1701800	1703800	跟co-op的需求
1703800	1705800	第一點
1705800	1707800	發車台積電
1707800	1709800	814KM
1709800	1711800	的晶片加上
1711800	1713800	它提供的功能技術叫做
1713800	1715800	interposer
1715800	1717800	1900毫升square
1717800	1719800	是在NVIDIA HTM成本適合之一
1719800	1721800	但是占它的售價
1721800	1723800	比較conversate
1723800	1725800	所以難怪
1725800	1727800	我有貴賭娃娃笑
1727800	1729800	就是說售價很高
1729800	1731800	但是它給它
1731800	1733800	大概售價
1733800	1735800	大概是這個道價
1735800	1737800	那這些功能技術
1737800	1739800	都是採台積電
1739800	1741800	花了非常大的心思做的
1741800	1743800	但是它其實
1743800	1745800	占它的售價
1745800	1747800	比較conversate
1747800	1749800	它的處理晶片
1749800	1751800	跟它的工裝是單成本
1751800	1753800	的適合之一
1753800	1755800	但是H100就是
1755800	1757800	high-definition memory
1757800	1759800	積極操作成的一般
1759800	1761800	這個就是韓國的
1761800	1763800	H100
1763800	1765800	我們H100在過去一年內
1765800	1767800	它是比較早的三倍
1767800	1769800	所以這個是其中一個原因
1769800	1771800	所以這一頁
1771800	1773800	就是讓大家知道
1773800	1775800	最有名的H100
1775800	1777800	韓國的幸福大會凱的H100
1777800	1779800	它裡面的一半成本
1779800	1781800	都是記憶體
1781800	1783800	所以記憶體有多重要
1785800	1787800	這個是記憶體性能力
1787800	1789800	信仰從A to Z
1789800	1791800	基本上它的幣物是IOSV
1791800	1793800	就是越來越快
1793800	1795800	幣物質越來越大
1797800	1799800	第三個連接
1799800	1801800	就是工裝
1801800	1803800	工裝技術現在已經從
1803800	1805800	2.5D到7到3D了
1807800	1809800	3D是什麼技術呢
1809800	1811800	就是這一個
1811800	1813800	就是以現在最充滿的
1815800	1817800	GPU配合
1817800	1819800	記憶體的充滿
1819800	1821800	就是GPU在中間
1821800	1823800	然後這裡是
1823800	1825800	適合記憶體
1825800	1827800	但這個記憶體裡面也不簡單
1827800	1829800	這一個記憶體
1829800	1831800	有八成
1831800	1833800	八個晶片結在一起
1835800	1837800	然後用中間這個記憶體
1837800	1839800	叫TSB-SUS-GNK-MIA
1839800	1841800	的技術給它全套串聯在一起
1841800	1843800	最下面還有一個
1843800	1845800	邏輯晶片
1845800	1847800	再把這些上進這幾個
1847800	1849800	記憶體晶片的全套
1849800	1851800	統整在一起
1851800	1853800	再從下面這個桿子
1853800	1855800	跟處理器或GPU來做後方
1855800	1857800	所以這個已經到所謂
