start	end	text
548000	552000	然後再加上一半的動作
552000	556000	然後再加上一半的動作
556000	560000	然後再加上一半的動作
560000	564000	然後再加上一半的動作
564000	568000	然後再加上一半的動作
568000	572000	然後再加上一半的動作
572000	576000	然後再加上一半的動作
576000	580000	然後再加上一半的動作
580000	584000	然後再加上一半的動作
584000	588000	然後再加上一半的動作
588000	592000	然後再加上一半的動作
592000	596000	然後再加上一半的動作
596000	600000	然後再加上一半的動作
600000	604000	然後再加上一半的動作
604000	608000	然後再加上一半的動作
608000	612000	然後再加上一半的動作
612000	616000	然後再加上一半的動作
616000	620000	然後再加上一半的動作
620000	624000	然後再加上一半的動作
624000	628000	然後再加上一半的動作
628000	632000	然後再加上一半的動作
632000	636000	然後再加上一半的動作
636000	640000	然後再加上一半的動作
640000	644000	然後再加上一半的動作
644000	648000	然後再加上一半的動作
648000	652000	然後再加上一半的動作
652000	656000	然後再加上一半的動作
656000	660000	然後再加上一半的動作
660000	664000	然後再加上一半的動作
664000	668000	然後再加上一半的動作
668000	672000	然後再加上一半的動作
672000	676000	然後再加上一半的動作
676000	680000	然後再加上一半的動作
680000	684000	然後再加上一半的動作
684000	688000	然後再加上一半的動作
688000	692000	再加上一半的動作
692000	696000	然後再加上一半的動作
696000	700000	然後再加上一半的動作
700000	704000	然後再加上一半的動作
704000	708000	然後再加上一半的動作
708000	712000	然後再加上一半的動作
712000	716000	然後再加上一半的動作
716000	720000	然後再加上一半的動作
720000	724000	然後再加上一半的動作
724000	728000	然後再加上一半的動作
728000	732000	然後再加上一半的動作
732000	736000	然後再加上一半的動作
736000	740000	然後再加上一半的動作
740000	744000	再加上一半的動作
744000	748000	然後再加上一半的動作
748000	752000	然後再加上一半的動作
752000	756000	然後再加上一半的動作
756000	760000	然後再加上一半的動作
760000	764000	然後再加上一半的動作
764000	768000	然後再加上一半的動作
768000	772000	然後再加上一半的動作
772000	776000	然後再加上一半的動作
776000	780000	然後再加上一半的動作
780000	784000	然後再加上一半的動作
784000	788000	然後再加上一半的動作
788000	792000	然後再加上一半的動作
792000	796000	然後再加上一半的動作
796000	800000	然後再加上一半的動作
800000	804000	然後再加上一半的動作
804000	808000	然後再加上一半的動作
808000	812000	然後再加上一半的動作
812000	816000	然後再加上一半的動作
816000	820000	然後再加上一半的動作
820000	824000	然後再加上一半的動作
824000	828000	然後再加上一半的動作
828000	832000	然後再加上一半的動作
832000	836000	然後再加上一半的動作
836000	840000	然後再加上一半的動作
840000	844000	然後再加上一半的動作
844000	848000	然後再加上一半的動作
848000	852000	然後再加上一半的動作
852000	856000	然後再加上一半的動作
856000	860000	然後再加上一半的動作
860000	864000	然後再加上一半的動作
864000	868000	然後再加上一半的動作
868000	872000	然後再加上一半的動作
872000	876000	然後再加上一半的動作
876000	880000	然後再加上一半的動作
880000	884000	然後再加上一半的動作
884000	888000	然後再加上一半的動作
888000	892000	然後再加上一半的動作
892000	896000	然後再加上一半的動作
896000	900000	然後再加上一半的動作
900000	904000	然後再加上一半的動作
904000	908000	然後再加上一半的動作
908000	912000	然後再加上一半的動作
912000	916000	然後再加上一半的動作
916000	920000	然後再加上一半的動作
920000	924000	然後再加上一半的動作
924000	928000	然後再加上一半的動作
928000	932000	然後再加上一半的動作
932000	936000	然後再加上一半的動作
936000	940000	然後再加上一半的動作
940000	944000	然後再加上一半的動作
944000	948000	然後再加上一半的動作
948000	952000	然後再加上一半的動作
952000	956000	然後再加上一半的動作
956000	960000	然後再加上一半的動作
960000	964000	然後再加上一半的動作
964000	968000	然後再加上一半的動作
968000	972000	然後再加上一半的動作
972000	976000	然後再加上一半的動作
976000	980000	然後再加上一半的動作
980000	984000	再加上一半的動作
984000	988000	然後再加上一半的動作
988000	992000	然後再加上一半的動作
992000	996000	然後再加上一半的動作
996000	1000000	然後再加上一半的動作
1000000	1004000	然後再加上一半的動作
1004000	1008000	然後再加上一半的動作
1008000	1012000	然後再加上一半的動作
1012000	1016000	然後再加上一半的動作
1016000	1020000	然後再加上一半的動作
1020000	1024000	然後再加上一半的動作
1024000	1028000	然後再加上一半的動作
1028000	1032000	然後再加上一半的動作
1032000	1036000	然後再加上一半的動作
1036000	1040000	然後再加上一半的動作
1040000	1044000	然後再加上一半的動作
1044000	1048000	然後再加上一半的動作
1048000	1052000	然後再加上一半的動作
1052000	1056000	然後再加上一半的動作
1056000	1060000	然後再加上一半的動作
1060000	1064000	然後再加上一半的動作
1064000	1068000	然後再加上一半的動作
1068000	1072000	然後再加上一半的動作
1072000	1076000	然後再加上一半的動作
1076000	1080000	然後再加上一半的動作
1080000	1084000	然後再加上一半的動作
1084000	1088000	然後再加上一半的動作
1088000	1092000	然後再加上一半的動作
1092000	1096000	然後再加上一半的動作
1096000	1100000	然後再加上一半的動作
1100000	1104000	然後再加上一半的動作
1104000	1108000	然後再加上一半的動作
1108000	1112000	然後再加上一半的動作
1112000	1116000	然後再加上一半的動作
1116000	1120000	然後再加上一半的動作
1120000	1124000	然後再加上一半的動作
1124000	1128000	然後再加上一半的動作
1128000	1132000	然後再加上一半的動作
1132000	1136000	然後再加上一半的動作
1136000	1140000	然後再加上一半的動作
1140000	1144000	然後再加上一半的動作
1144000	1148000	然後再加上一半的動作
1148000	1152000	然後再加上一半的動作
1152000	1156000	然後再加上一半的動作
1156000	1160000	然後再加上一半的動作
1160000	1164000	然後再加上一半的動作
1164000	1168000	再加上一半的動作
1168000	1172000	然後再加上一半的動作
1172000	1176000	然後再加上一半的動作
1176000	1180000	然後再加上一半的動作
1180000	1184000	然後再加上一半的動作
1184000	1188000	然後再加上一半的動作
1188000	1192000	然後再加上一半的動作
1192000	1196000	然後再加上一半的動作
1196000	1200000	然後再加上一半的動作
1200000	1204000	然後再加上一半的動作
1204000	1208000	然後再加上一半的動作
1208000	1212000	然後再加上一半的動作
1212000	1216000	然後再加上一半的動作
1216000	1220000	然後再加上一半的動作
1220000	1224000	然後再加上一半的動作
1224000	1228000	然後再加上一半的動作
1228000	1232000	然後再加上一半的動作
1232000	1236000	然後再加上一半的動作
1236000	1240000	然後再加上一半的動作
1240000	1244000	然後再加上一半的動作
1244000	1248000	然後再加上一半的動作
1248000	1252000	然後再加上一半的動作
1252000	1256000	然後再加上一半的動作
1256000	1260000	然後再加上一半的動作
1260000	1264000	然後再加上一半的動作
1264000	1268000	然後再加上一半的動作
1268000	1272000	然後再加上一半的動作
1272000	1276000	然後再加上一半的動作
1276000	1280000	然後再加上一半的動作
1280000	1284000	然後再加上一半的動作
1284000	1288000	然後再加上一半的動作
1288000	1292000	然後再加上一半的動作
1292000	1296000	然後再加上一半的動作
1296000	1300000	然後再加上一半的動作
1300000	1304000	然後再加上一半的動作
1304000	1308000	然後再加上一半的動作
1308000	1312000	然後再加上一半的動作
1312000	1316000	然後再加上一半的動作
1316000	1320000	然後再加上一半的動作
1320000	1324000	然後再加上一半的動作
1324000	1328000	然後再加上一半的動作
1328000	1332000	然後再加上一半的動作
1332000	1336000	然後再加上一半的動作
1336000	1340000	然後再加上一半的動作
1340000	1344000	然後再加上一半的動作
1344000	1348000	然後再加上一半的動作
1348000	1352000	然後再加上一半的動作
1352000	1356000	然後再加上一半的動作
1356000	1360000	然後再加上一半的動作
1360000	1364000	然後再加上一半的動作
1364000	1368000	然後再加上一半的動作
1368000	1372000	然後再加上一半的動作
1372000	1376000	然後再加上一半的動作
1376000	1380000	然後再加上一半的動作
1380000	1384000	然後再加上一半的動作
1384000	1388000	然後再加上一半的動作
1388000	1392000	然後再加上一半的動作
1392000	1396000	然後再加上一半的動作
1396000	1400000	然後再加上一半的動作
1400000	1404000	然後再加上一半的動作
1404000	1408000	再加上一半的動作
1408000	1412000	然後再加上一半的動作
1412000	1416000	然後再加上一半的動作
1416000	1420000	然後再加上一半的動作
1420000	1424000	然後再加上一半的動作
1424000	1428000	然後再加上一半的動作
1428000	1432000	然後再加上一半的動作
1432000	1436000	然後再加上一半的動作
1436000	1440000	然後再加上一半的動作
1440000	1444000	然後再加上一半的動作
1444000	1448000	然後再加上一半的動作
1448000	1452000	然後再加上一半的動作
1452000	1456000	然後再加上一半的動作
1456000	1460000	然後再加上一半的動作
1460000	1464000	然後再加上一半的動作
1464000	1468000	然後再加上一半的動作
1468000	1472000	然後再加上一半的動作
1472000	1476000	然後再加上一半的動作
1476000	1480000	然後再加上一半的動作
1480000	1484000	然後再加上一半的動作
1484000	1488000	然後再加上一半的動作
1488000	1492000	然後再加上一半的動作
1492000	1496000	然後再加上一半的動作
1496000	1500000	然後再加上一半的動作
1500000	1504000	然後再加上一半的動作
1504000	1508000	然後再加上一半的動作
1508000	1512000	再加上一半的動作
1512000	1516000	然後再加上一半的動作
1516000	1520000	然後再加上一半的動作
1520000	1524000	然後再加上一半的動作
1524000	1528000	然後再加上一半的動作
1528000	1532000	然後再加上一半的動作
1532000	1536000	然後再加上一半的動作
1536000	1540000	然後再加上一半的動作
1540000	1544000	然後再加上一半的動作
1544000	1548000	然後再加上一半的動作
1548000	1552000	然後再加上一半的動作
1552000	1556000	然後再加上一半的動作
1556000	1560000	然後再加上一半的動作
1560000	1564000	然後再加上一半的動作
1564000	1568000	然後再加上一半的動作
1568000	1572000	然後再加上一半的動作
1572000	1576000	然後再加上一半的動作
1576000	1580000	然後再加上一半的動作
1580000	1584000	然後再加上一半的動作
1584000	1588000	然後再加上一半的動作
1588000	1592000	然後再加上一半的動作
1592000	1596000	然後再加上一半的動作
1596000	1600000	然後再加上一半的動作
1600000	1604000	然後再加上一半的動作
1604000	1608000	然後再加上一半的動作
1608000	1612000	然後再加上一半的動作
1612000	1616000	然後再加上一半的動作
1616000	1620000	再加上一半的動作
1620000	1624000	然後再加上一半的動作
1624000	1628000	然後再加上一半的動作
1628000	1632000	然後再加上一半的動作
1632000	1636000	然後再加上一半的動作
1636000	1640000	然後再加上一半的動作
1640000	1644000	然後再加上一半的動作
1644000	1648000	然後再加上一半的動作
1648000	1652000	然後再加上一半的動作
1652000	1656000	然後再加上一半的動作
1656000	1660000	然後再加上一半的動作
1660000	1664000	然後再加上一半的動作
1664000	1668000	然後再加上一半的動作
1668000	1672000	今天大概有九十五分鐘的演講
1672000	1676000	然後呢,三十九分鐘的時間
1706000	1710000	三十九分鐘
1736000	1740000	三十九分鐘
1766000	1770000	三十九分鐘
1796000	1800000	三十九分鐘
1800000	1804000	三十九分鐘
1804000	1808000	三十九分鐘
1808000	1812000	三十九分鐘
1812000	1816000	三十九分鐘
1816000	1820000	三十九分鐘
1820000	1824000	三十九分鐘
1824000	1828000	三十九分鐘
1828000	1832000	三十九分鐘
1832000	1836000	三十九分鐘
1836000	1840000	三十九分鐘
1840000	1844000	三十九分鐘
1844000	1848000	三十九分鐘
1848000	1852000	三十九分鐘
1852000	1856000	三十九分鐘
1856000	1860000	三十九分鐘
1860000	1864000	三十九分鐘
1864000	1868000	三十九分鐘
1868000	1872000	三十九分鐘
1872000	1876000	三十九分鐘
1876000	1880000	三十九分鐘
1880000	1884000	三十九分鐘
1884000	1888000	三十九分鐘
1888000	1892000	三十九分鐘
1892000	1896000	三十九分鐘
1896000	1900000	三十九分鐘
1900000	1904000	三十九分鐘
1904000	1908000	三十九分鐘
1908000	1912000	三十九分鐘
1912000	1916000	三十九分鐘
1916000	1920000	三十九分鐘
1920000	1924000	三十九分鐘
1924000	1928000	三十九分鐘
1928000	1932000	三十九分鐘
1932000	1936000	三十九分鐘
1936000	1940000	三十九分鐘
1940000	1944000	三十九分鐘
1944000	1948000	三十九分鐘
1948000	1952000	三十九分鐘
1952000	1956000	三十九分鐘
1956000	1960000	三十九分鐘
1960000	1964000	三十九分鐘
1964000	1968000	三十九分鐘
1968000	1972000	三十九分鐘
1972000	1976000	三十九分鐘
1976000	1980000	三十九分鐘
1980000	1984000	三十九分鐘
1984000	1988000	三十九分鐘
1988000	1992000	三十九分鐘
1992000	1996000	三十九分鐘
1996000	2000000	三十九分鐘
2000000	2004000	三十九分鐘
2004000	2008000	三十九分鐘
2008000	2012000	三十九分鐘
2012000	2016000	三十九分鐘
2016000	2020000	三十九分鐘
2020000	2024000	三十九分鐘
2024000	2028000	三十九分鐘
2028000	2032000	三十九分鐘
2032000	2036000	三十九分鐘
2036000	2040000	三十九分鐘
2040000	2044000	三十九分鐘
2044000	2048000	三十九分鐘
2048000	2052000	三十九分鐘
2052000	2056000	三十九分鐘
2056000	2060000	三十九分鐘
2060000	2064000	三十九分鐘
2064000	2068000	三十九分鐘
2068000	2072000	三十九分鐘
2072000	2076000	三十九分鐘
2076000	2080000	三十九分鐘
2080000	2084000	三十九分鐘
2084000	2088000	三十九分鐘
2088000	2092000	三十九分鐘
2092000	2096000	三十九分鐘
2096000	2100000	三十九分鐘
2100000	2104000	三十九分鐘
2104000	2108000	三十九分鐘
2108000	2112000	三十九分鐘
2112000	2116000	三十九分鐘
2116000	2120000	三十九分鐘
2120000	2124000	三十九分鐘
2124000	2128000	三十九分鐘
2128000	2132000	三十九分鐘
2132000	2136000	三十九分鐘
2136000	2140000	三十九分鐘
2140000	2144000	三十九分鐘
2144000	2148000	三十九分鐘
2148000	2152000	三十九分鐘
2152000	2156000	三十九分鐘
2156000	2160000	三十九分鐘
2160000	2164000	三十九分鐘
2164000	2168000	三十九分鐘
2168000	2172000	三十九分鐘
2172000	2176000	三十九分鐘
2176000	2180000	三十九分鐘
2180000	2184000	三十九分鐘
2184000	2188000	三十九分鐘
2188000	2192000	三十九分鐘
2192000	2196000	三十九分鐘
2196000	2200000	三十九分鐘
2200000	2204000	三十九分鐘
2204000	2208000	三十九分鐘
2208000	2212000	三十九分鐘
2212000	2216000	三十九分鐘
2216000	2220000	三十九分鐘
2220000	2224000	三十九分鐘
2224000	2228000	三十九分鐘
2228000	2232000	三十九分鐘
2232000	2236000	三十九分鐘
2236000	2240000	三十九分鐘
2240000	2244000	三十九分鐘
2244000	2248000	三十九分鐘
2248000	2252000	三十九分鐘
2252000	2256000	三十九分鐘
2256000	2260000	三十九分鐘
2260000	2264000	三十九分鐘
2264000	2268000	三十九分鐘
2268000	2272000	三十九分鐘
2272000	2276000	三十九分鐘
2276000	2280000	三十九分鐘
2280000	2284000	三十九分鐘
2284000	2288000	三十九分鐘
2288000	2292000	三十九分鐘
2292000	2296000	三十九分鐘
2296000	2300000	三十九分鐘
2300000	2304000	三十九分鐘
2304000	2308000	三十九分鐘
2308000	2312000	三十九分鐘
2312000	2316000	三十九分鐘
2316000	2320000	三十九分鐘
2320000	2324000	三十九分鐘
2324000	2328000	三十九分鐘
2328000	2332000	三十九分鐘
2332000	2336000	三十九分鐘
2336000	2340000	三十九分鐘
2340000	2344000	三十九分鐘
2344000	2348000	三十九分鐘
2348000	2352000	三十九分鐘
2352000	2356000	三十九分鐘
2356000	2360000	三十九分鐘
2360000	2364000	三十九分鐘
2364000	2368000	三十九分鐘
2368000	2372000	三十九分鐘
2372000	2376000	三十九分鐘
2376000	2380000	三十九分鐘
2380000	2384000	三十九分鐘
2384000	2388000	三十九分鐘
2388000	2392000	三十九分鐘
2392000	2396000	三十九分鐘
2396000	2400000	三十九分鐘
2400000	2404000	三十九分鐘
2404000	2408000	三十九分鐘
2408000	2412000	三十九分鐘
2412000	2416000	三十九分鐘
2416000	2420000	三十九鐘
2420000	2424000	三十九鐘
2424000	2428000	三十九分鐘
2428000	2433000	麻煩就是你寫更新的報告報名的這個排列上面
2433000	2434000	那一樣喔
2434000	2436000	如果各位的藥單都寫沒關係
2436000	2439000	那是至少進取一二零分
2439000	2441000	進取到一幾分出來
2443000	2444000	我是不拘
2444000	2446000	那個甚至於有不拘
2446000	2451000	但是希望各位把你們今天的這個心得把它寫上去
2458000	2460000	今天早上一半的時間
2488000	2489000	謝謝
2519000	2522000	好各位同學我們現在三個喔
2522000	2523000	那個
2528000	2533000	我們在座的各位有同學還有外面的來賓
2533000	2535000	那我要問一下各位同學
2535000	2541000	這個我們目前都在這個三夕的這個時代
2541000	2544000	所以說呢這個去習慣變
2544000	2549000	可是在這個這個去習慣變的這個同僚的當下呢
2549000	2553000	還是有一位我們非常優秀
2553000	2556000	而且卓越的這個這個領袖
2556000	2562000	那我們這一次呢請了這個這個呂學啟的這個學啟博士
2562000	2566000	來跟大家來做康德吉亞的這個分享
2566000	2570000	各位我們要知道這個學啟博士
2570000	2575000	它其實是台灣資通訊業者的這個基礎
2575000	2577000	但是呢在我看來
2577000	2580000	與其說它是一個基礎的時候
2580000	2585000	倒不如說它是台灣資通訊業界的整個縣區
2585000	2587000	然後這個學啟博士
2587000	2590000	他從這個美國的蕭威夷大學
2590000	2593000	拿到電機博士回來之後呢
2593000	2596000	他就投入了我們這個零級業者
2596000	2602000	他從這個最基層一路做到總經理董事長
2602000	2604000	我想問一下各位
2604000	2608000	台灣現在最大的電信公司是哪一家
2610000	2612000	最大的是哪一家
2612000	2615000	那這也中華電信會
2615000	2618000	所以說呢我們這個學啟董事長呢
2618000	2622000	他是中華電信的這個前董事長
2622000	2624000	那你們都會知道說
2624000	2628000	他那個董事長可能就是在辦公室指揮落定了
2628000	2629000	對不對
2629000	2631000	可是呢我要跟大家說明的是
2631000	2634000	這個我們的這個這個余董事長呢
2634000	2636000	他不但在辦公室指揮落定之外
2636000	2639000	他還帶著大家去往前衝
2639000	2643000	所以各位你們可以去往上跑到一個很障
2643000	2648000	也就是說這個讓中華電信再新建一次
2648000	2650000	而這個再新建一次
2650000	2653000	這個雖然字面上很簡單
2653000	2656000	可是做卻非常非常的困難
2656000	2660000	因為這個余董事長他在這個基礎裡面呢
2660000	2665000	他幾乎是整個翻轉了這個中華電信的整個基礎
2665000	2670000	各位都知道中華電信其實是一個歷史悠久的
2670000	2673000	和官方的這個公司在一起
2673000	2675000	那現在你們看到說
2675000	2679000	為什麼他從末端端的一直跑到這個前段班
2679000	2683000	他在整個過程當中不但刻隔這個體制
2683000	2684000	刻隔這個法規
2684000	2689000	甚至呢連整個團隊的人心都整個帶上來
2689000	2693000	所以他就是我們之前講的一句話
2693000	2695000	如何讓大象再跳舞
2695000	2698000	這個在我們的這個余董事長裡面呢
2698000	2700000	已經把它撐起來了
2700000	2702000	而且我要告訴大家一件事情
2702000	2704000	各位我們都知道
2704000	2708000	這個電信是很容易的一件事情
2708000	2710000	但是我要告訴大家
2710000	2713000	在以前余董事長
2713000	2719000	他把電信公司成功轉換成數據公司
2719000	2722000	這個現在看來是非常簡單的一件事情
2722000	2724000	可是在那個的當下
2724000	2726000	其實不只是做法的改變
2726000	2729000	設置的是一個想法上面的一個疑惑
2729000	2732000	所以為什麼我說這個余董事長
2732000	2736000	他是這個臺灣資通區業界的一個縣區
2736000	2738000	那我們也都知道說
2738000	2744000	要如何讓這個系列過程的轉型跟翻轉
2744000	2746000	在這方面這個余董事長
2746000	2748000	待會兒會給大家報告
2748000	2752000	還有就是這個董事長他卸任之後呢
2752000	2757000	他現在是國立交通大學的這個教授
2757000	2760000	以往他這麼多元的這個執行經驗
2760000	2763000	各位去想想看他橫跨了多少領域
2763000	2765000	第一個電信的領域
2765000	2767000	第二個業性的領域
2767000	2769000	第三個資訊的領域
2769000	2772000	第四個管理的領域
2772000	2776000	這幾個領域都在我們這個董事長的這個操作之下呢
2776000	2779000	成功的去找到這個學術界
2779000	2781000	跟這個業性的這個平衡點
2781000	2784000	這個是非常非常難的一件事情
2784000	2785000	同時我個人認為
2785000	2789000	他也是我們在這個資訊圈裡面的一個驕傲
2789000	2793000	然後這個我引用董事長的一句話
2793000	2795000	然後我來鼓勵各位同學
2795000	2797000	這個董事長他有講到一件事情
2797000	2800000	就是這個能力公式
2800000	2802000	什麼叫做能力公式
2802000	2807000	就是能力等於親子的腦袋、神上、肉
2807000	2809000	而肉的代表什麼呢
2809000	2815000	一加上知識、技能還有忘念、忘迴
2815000	2818000	那這個大家會不會請教這個董事長
2818000	2820000	什麼叫做忘念、忘迴
2820000	2821000	所以說呢
2821000	2825000	在現在的這個非常光榮的這個時刻呢
2825000	2830000	我們能夠很高興的請到這個這個學姊教授
2830000	2833000	來跟大家做他職涯的一個分享
2833000	2835000	在這麼多年
2835000	2839000	整個見證過整個臺灣的整個工訓產業
2839000	2841000	見證過臺灣的整個資訊產業
2841000	2844000	他成功的把這兩個產業結合在一起
2844000	2847000	來創造另外一個新的市場出來
2847000	2851000	所以我相信在做的各位單位
2851000	2855000	你如果很專心的聽我們這個教授來去演講的話
2855000	2860000	絕對絕對絕對可以讓各位得到一個非常好的收穫
2860000	2864000	那現在那我們用最熱烈的掌聲
2864000	2868000	來去歡迎我們的這個學姊教授
2871000	2873000	謝謝教授
2873000	2874000	謝謝
2878000	2885000	非常感謝這位教授給我做的介紹
2885000	2888000	其實我們沒有那麼大
2888000	2891000	也是一個從業人員
2891000	2898000	在電視努力裡面打聽過類似的從業人員
2899000	2903000	我要感謝這個
2903000	2908000	我們這個所謂的半導體
2908000	2912000	微學層的提議者
2912000	2915000	就是黃清源行的系統
2915000	2919000	有一次我們在臺北有參加
2919000	2925000	李柏寧科技發展基金會舉辦的活動
2925000	2930000	那場活動就是在談半導體產業發展
2930000	2936000	主辦單位要從電競的角度去看一看
2936000	2941000	這個所謂的下一個復活神章是什麼
2941000	2945000	用這個題目我們從電競的角度做一個報告
2945000	2949000	那黃董事長我們那天也在場
2949000	2951000	他來聽我們報告的時候
2951000	2954000	他就說東海大學生有一個學程
2954000	2957000	是可以要求
2957000	2962000	來這邊跟大家分享一下我們一些看法跟經驗
2962000	2964000	那我當然很樂意
2964000	2971000	黃董事長是敬佩的一位投資界的敬佩
2971000	2974000	所以我就
2974000	2975000	好
2975000	2978000	來這邊跟大家做一個分享
2978000	2982000	那我知道這個半導體的臉
2982000	2985000	其實不是我的專長
2985000	2989000	那這個微學層的這樣一個規劃
2989000	2993000	我知道應該是以半導體為核心
2993000	2997000	那我相信各位在這個系列的演講當中
2997000	3001000	已經聽到很多有關跟半導體的發展
3001000	3003000	有關的故事
3003000	3006000	那我今天可以說是從
3006000	3008000	我自己接觸到的
3008000	3012000	有一點點類似母體
3012000	3015000	因為有一段這個早期的發展
3015000	3017000	各位可能可以了解一下
3017000	3020000	所以我會從那個地方開始
3020000	3022000	然後呢
3022000	3024000	我們中華電信相關的
3024000	3027000	STIN-OUT的一個子公司
3027000	3032000	他現在的業務事項跟半導體的領域有關
3032000	3034000	我會做一個報告一下
3034000	3036000	那接下來就是
3036000	3038000	台南
3038000	3040000	半導體的成品
3040000	3042000	就是IC晶片
3042000	3045000	跟我們電信螢幕的關係
3045000	3047000	其實是
3047000	3051000	並且非常的緊密的一個關係
3051000	3054000	所以我就把這樣的一個構想
3054000	3058000	我要移出一個螢幕
3058000	3060000	那我就想到說其實
3060000	3062000	其實
3062000	3064000	半導體帶來的
3064000	3069000	從大家最熟悉的CPU
3069000	3071000	到現在我們都在宣傳
3071000	3077000	NVIDIA的GPU Graphic Computing Unit
3077000	3079000	一直到未來
3079000	3084000	馬上就會有可能有一個新的名詞要出來
3084000	3087000	叫做QPU
3088000	3091000	可能就要出來了
3091000	3093000	所以我就想到這些
3093000	3095000	然後再加上
3095000	3097000	加上馬上就要跟各位報告
3097000	3099000	半導體其實是
3099000	3102000	光跟力還可以
3102000	3104000	量子力學應用
3104000	3106000	最早應用
3106000	3108000	量子力學最早應用
3108000	3111000	就是半導體
3111000	3113000	所以我認為說
3113000	3117000	把電信跟半導體之間的關係
3117000	3120000	來自於做一些體重報告
3120000	3123000	所以我就用這個題目
3123000	3124000	這個場景
3124000	3126000	以配合
3126000	3129000	別家就是虛無不虛
3129000	3131000	這些都是讓他
3131000	3134000	如果用一種比較特別的方式
3134000	3136000	去做快速發展
3136000	3138000	成長的一個動力
