start	end	text
797000	803000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
803000	809000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
809000	815000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
815000	819000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
819000	825000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
825000	831000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
831000	837000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
837000	843000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
843000	847000	尊敬的劉貝森總監,還有很敬愛的同學,跟敬愛的來賓
847000	855000	所以我們這次特別邀請到劉總監來分享他在半導體的經驗
855000	859000	我相信絕對可以來敬意得了
859000	867000	也絕對他這些經驗的分享可以讓各位未來從事這個領域上的參考
867000	876000	我們現在就用熱烈的掌聲來歡迎美麗而又有智慧兼容並蓄的劉博士
876000	878000	劉總監
886000	888000	非常謝謝呂香碩的介紹
888000	894000	李院長,還有各位在座的老師,還有各位同學
894000	896000	大家午安,大家好
896000	898000	午安
898000	902000	很開心今天能夠來參加親密的一個課程
902000	907000	本來是在10月5號跟各位同學來見面
907000	910000	當時因為這個小卷來封頂的問題
910000	916000	所以就覺得有點可惜,沒有辦法來跟大家做一個分享
916000	921000	不過也真的非常謝謝呂香碩和林院長後續的安排
921000	929000	今天佩蓁還是能夠來這邊跟大家分享在半導體研研究的心得
929000	935000	其實佩蓁今天會跟大家分享的就是在全球面局之下
935000	938000	那麼半導體整體的一個發展態勢
938000	944000	當然在沒有介紹之前,佩蓁先簡單的介紹一下自己
944000	948000	剛剛其實呂香碩也幫佩蓁補充了非常多
948000	952000	佩蓁其實在剛畢業之後
952000	957000	我確實在這聚一面也待過了一小段的時間
957000	962000	那我主要是做總體經濟,還有一些產業的研究
962000	969000	但之後就發現其實我對於這個產業的研究其實更順於明漂亮亮的市場
969000	972000	所以後來我就投入了台金院
972000	975000	專心來做產業的研究這個部分
975000	979000	所以一做也就超過了20個年頭
979000	983000	那佩蓁現在當然除了在台金院做研究之外
983000	988000	也會在台北市政府擔任比較多的一些委員的工作
988000	994000	那目前我也在金馬大學的半導體學院當這個政府的一個代表
994000	997000	那同時目前佩蓁也是在APIA
997000	1002000	也就是亞太產業分析師協定會的擔任理事
1002000	1005000	還有這個認證委員會的一個工作
1005000	1008000	所以在這次也非常歡迎
1008000	1012000	如果各位同學對於在這個產業分析的一些認證上
1012000	1018000	如果有機會的話也非常歡迎來參加我們協會的一個認證
1018000	1023000	我們這個部分也會包括有大學生的一個初級產業分析師
1023000	1027000	那這個部分呢就是會進行一些像是經濟學
1027000	1030000	或者是管理學的一些考試
1030000	1032000	那接下來我們還有產業分析師
1032000	1034000	那另外還有在產業部問
1034000	1037000	資深產業部問方面的一些認證
1037000	1043000	那麼後續其實對於各位同學未來在經營到職業上
1043000	1045000	都會有相當大的一些幫助
1045000	1049000	那也歡迎各位同學可以到網站上去參考
1049000	1056000	那佩蓁在場面呢大概都是研究著兩岸的半導體驗的不動產業裡的研究
1056000	1060000	那希望今天每個分享能夠對大家能夠有所幫助
1060000	1063000	好首先呢我們先來看
1063000	1066000	這個是還沒有進入到今天主題之前
1066000	1070000	我們先跟大家來介紹現在全球半導體驗
1070000	1073000	它的整個的一個架構
1073000	1077000	好我們首先先來看一下在這個綜上的部分
1077000	1083000	我們可以看到這是目前全球半導體主要的一個供應國
1083000	1087000	可以看到依序是美、韓、韓、日、歐
1087000	1089000	以及在中國
1089000	1091000	這個是陸續壘的排名
1091000	1094000	我們可以看到台灣現在是位居全球的第二大
1094000	1096000	而且呢我們在今年代工
1096000	1097000	大家也都知道
1097000	1100000	台灣是全球的第一名
1100000	1103000	那也可以跟各位同學分享幾個數據
1103000	1107000	我們的台灣的今年代工也就是台積電
1107000	1114000	它在今年的第二季在全球的市佔率可以達到56.4%
1114000	1120000	這個是比第二名的三星11.7%還要高出非常多
1121000	1123000	而且台積電在去年的年份
1123000	1125000	它其實是接洞的
1125000	1129000	它可以用288種的製程
1129000	1136000	為532個客戶量產12698種的產品
1136000	1140000	這就是台積電超高競爭裡面的地方
1140000	1142000	那另外當然還有台灣風色
1142000	1144000	這個目前也是全球占領
1144000	1146000	都有達到5成以上
1146000	1149000	這是全球第一名的一個狀況
1149000	1152000	接下來我們各位同學可以看到橫向的圖片
1152000	1157000	它代表的是全球半導體目前在營運型態的種類
1157000	1160000	可以看到依序為IDM
1160000	1163000	還有包括的全晶圓代工FedEx
1163000	1165000	以及在專業的風色
1165000	1167000	而且我們可以看到它這個比重上
1167000	1170000	也可以看到在IDM它的比重是最高的
1170000	1173000	可以達到57.4%
1174000	1176000	而你可以看到在每一個格子當中
1176000	1179000	它其實代表的是每一個國家
1179000	1181000	在每一種半導體營運型態
1181000	1184000	它全球所占領的地位
1184000	1187000	所以我們可以看到以美國來說
1187000	1190000	主要就是在IDM和FedEx
1190000	1192000	這個都是全球第一的
1192000	1193000	台灣剛剛我們提到
1193000	1196000	我們就是在晶圓代工跟風色
1196000	1199000	都是位於全球的首位
1199000	1202000	大家可以依序看到韓國、日本、歐洲
1202000	1205000	這個都主要是以IDM的這種型態
1205000	1207000	來做一個切入的
1207000	1209000	最後我們看到中國的部分
1209000	1212000	中國其實在當初發展半導體
1212000	1214000	就是比較仿效台灣
1214000	1216000	專業分工類的型態
1216000	1219000	所以它大體在每一個營運型態
1219000	1222000	在目前全球都有一定的排名位置
1222000	1226000	接下來我們再回到台灣的部分
1226000	1230000	台灣在去年半導體的產出
1230000	1232000	我們可以看到去年是
1232000	1235000	創下史上的零星鋼
1235000	1238000	可以說是來到了4.83兆
1238000	1241000	但今年因為緊急的關係
1241000	1243000	在今年的弧度上又下滑
1243000	1246000	它目前剩下4.22兆
1246000	1248000	這張圖我覺得最主要是希望
1248000	1250000	各位同學看到的是
1250000	1252000	這個比重上的分配
1252000	1254000	你可以看到今年半導體
1254000	1257000	在整個國內的半導體
1257000	1259000	已經佔領了十過半
1259000	1263000	而且比重已經來到了56.43%
1263000	1265000	這個當然對於說
1265000	1267000	產業的均衡發展
1267000	1269000	到底是不是健康的
1269000	1271000	這個可能還是有待後續
1271000	1273000	持續來進行觀察
1273000	1275000	但除了我們可以看到
1275000	1278000	在整個IC製造業的附加價值率
1278000	1282000	大家可以看到技能高達了73.1%
1282000	1285000	我可以跟大家做一個對比
1285000	1287000	就是我們在足跡總數
1287000	1289000	2020年曾經公佈
1289000	1291000	臺灣全部的製造業
1291000	1293000	發展的附加價值率
1293000	1296000	只有32.3%
1296000	1297000	所以這個就譜寫了
1297000	1299000	國內給的IC製造業
1299000	1301000	整個比重形勢
1301000	1304000	在這個附加價值率是非常高的
1304000	1306000	另外我們再看到下面
1306000	1308000	臺灣是全球半導體的設備
1308000	1311000	跟材料主要的需求國
1311000	1313000	我們這裡要特別強調
1313000	1315000	臺灣不是主要的設備
1315000	1317000	跟材料的供應國
1317000	1319000	因為臺灣其實在這方面
1319000	1321000	的自給率還是比較低
1321000	1323000	但是因為我們在新興製程
1323000	1325000	的技術發展得非常快
1325000	1327000	所以相對應我們在這方面的
1327000	1329000	需求是很高的
1329000	1331000	所以你可以看到在去年前年
1331000	1333000	臺灣都能夠位居
1333000	1335000	在這個設備跟材料的全球
1335000	1339000	前兩大這個排名的地位
1339000	1341000	接下來就跟大家來介紹
1341000	1343000	今天會先會跟大家分享的
1343000	1344000	一些重點
1344000	1346000	第一個剛剛我們要針對
1346000	1348000	美中科技之下的
1348000	1351000	會絕多變得精明環境情勢
1351000	1353000	接下來也會針對全球
1353000	1356000	還有臺灣半導體業裡的發展
1356000	1359000	那麼做臺經驗第一手的觀察
1359000	1361000	最後我們也會來看一下
1361000	1363000	包括廠商重兵部署
1363000	1365000	商用半導體的開發
1365000	1368000	以及在產業那裡的景氣
1368000	1370000	跟中廠企業怎麼樣來看待
1370000	1373000	臺灣的半導體業裡的發展
1373000	1376000	這個是做臺經驗獨家的觀點
1376000	1378000	好首先我們就先從
1378000	1380000	最近的這個非常會絕多變得
1380000	1381000	精明環境情勢
1381000	1383000	來跟大家做一個分享
1383000	1384000	那這個是我們
1384000	1386000	會不會介紹的內容
1386000	1388000	包括了今天的軍備競賽
1388000	1390000	以及臺經驗現在到各國
1390000	1392000	投資的一個狀況
1392000	1394000	以及臺經驗成為各國
1394000	1396000	就是在這個所謂必然政治
1396000	1398000	動盪的中心點
1398000	1400000	還有一些變化
1400000	1402000	還有必然政治現在如何來影響
1402000	1404000	半導體業的經營
1404000	1406000	以及美國對中國去使你們
1406000	1408000	最近華為的一個
1408000	1410000	推出新技能的問題
1410000	1412000	又再次出現重手
1412000	1415000	還有包括了雪邊站的問題
1415000	1416000	還有對於臺廠
1416000	1418000	你們究竟應該要採取
1418000	1420000	什麼樣的一個策略
1420000	1422000	最後你們針對
1422000	1423000	在半導體現在慢慢的
1423000	1425000	拒絕哲華之後
1425000	1427000	那麼到底會對半導體業
1427000	1429000	帶來什麼樣的一個影響
1429000	1431000	首先我們就先從
1431000	1433000	這個現在各國
1433000	1435000	扶植半導體業的狀況
1435000	1437000	這個為什麼會有這樣的
1437000	1438000	一個情勢的變化
1438000	1440000	其實最主要是在疫情
1440000	1441000	美中科技戰
1441000	1443000	還有地緣政治的
1443000	1445000	一個變化影響之下
1445000	1447000	各國已經意識到
1447000	1449000	半導體是一個非常重要的
1449000	1451000	一個戰略物資
1451000	1453000	那麼所以各國都希望
1453000	1455000	整個供應鏈上中下游
1455000	1457000	讓自己的國家要建立
1457000	1459000	避免未來會有遭到
1459000	1461000	斷電的影響
1461000	1463000	所以配正也幫大家整理了
1463000	1467000	包括了美、臺、韓、日、歐、中國
1467000	1469000	以及印度都陸續祭出了
1469000	1471000	非常多的一個陣型政策
1471000	1473000	那最近最新的解釋
1473000	1475000	是在中國
1475000	1477000	中國我們知道它有推出
1477000	1479000	一個大基金的規模
1479000	1481000	當然我可以跟大家分享
1481000	1483000	它第一期大概是在
1483000	1485000	27億的人民幣
1485000	1487000	那到了第二期
1487000	1489000	就來到2042億的人民幣
1489000	1491000	到第三期
1491000	1493000	已經就是最新規劃的
1493000	1495000	要重塑到3000億
1495000	1497000	人民幣的這樣一個規模
1497000	1499000	所以可以看到
1499000	1501000	中國大力地去估計
1501000	1503000	它的半導體的力道
1503000	1505000	是實際上是持續的加強
1505000	1507000	不過也可以跟各位同學
1507000	1509000	來做一個分享
1509000	1511000	臺灣目前還是占有
1511000	1513000	我想給大家四個數據
1513000	1515000	第一個臺灣目前在8吋場
1515000	1517000	還是全球占比是
1517000	1519000	位於第一的
1519000	1521000	我們的比重高達25%
1521000	1523000	另外我們在供應全球
1523000	1525000	10奈米跟7奈米
1525000	1527000	以下的這個支撐
1527000	1529000	我們目前供應的比重分別
1529000	1531000	可以來到63%以及79%
1531000	1533000	甚至臺積電
1533000	1535000	在去年12月份
1535000	1537000	開水量場的3奈米的支撐
1537000	1539000	臺灣幾乎也可以供應
1539000	1541000	全球98%的實戰率
1541000	1543000	所以這個是目前
1543000	1545000	臺灣最佳的談判籌碼
1547000	1549000	接下來我們再來看一下
1549000	1551000	現在各國都在進行
1551000	1553000	合縱聯合這樣的一個狀態
1553000	1555000	無非就是要尋求
1555000	1557000	去建立自家的一個供應鏈
1557000	1559000	怎麼樣最快去建立
1559000	1561000	它半導體的競爭力
1561000	1563000	所以這個是尋求它連結
1563000	1565000	我們來看各國的做法
1565000	1567000	第一個美國
1567000	1569000	美國當然除了美國製造
1569000	1571000	第二個當然就是要尋求
1571000	1573000	跟盟友共同抗衆
1573000	1575000	所以在這個部分
1575000	1577000	它的一個主軸是非常明確的
1577000	1579000	而在第二個
1579000	1581000	愛日本的部分
1581000	1583000	它其實在這一次非常
1583000	1585000	積極的我們看到
1585000	1587000	加州的四方的晶片聯盟
1587000	1589000	而且它也跟美國
1589000	1591000	包括這個IBM的部分
1591000	1593000	希望能夠協助日本
1593000	1595000	核四一家
1595000	1597000	核四這家公司
1597000	1599000	要在2027年就希望
1599000	1601000	能夠量產兩代的製程
1601000	1603000	那另外也看到日本
1603000	1605000	也跟包括這個
1605000	1607000	美國、澳洲、印度
1607000	1609000	甚至英國跟歐洲
1609000	1611000	來做一個伙伴
1611000	1613000	的策略結盟
1613000	1615000	同時也看到在美國這個條件
1615000	1617000	之下日韓也出現了
1617000	1619000	和解
1619000	1621000	對於這個半導體的韓國的
1621000	1623000	半導體材料也出現
1623000	1625000	的狀況
1625000	1627000	所以我們可以看到在日本這一次
1627000	1629000	它的主軸就是希望能夠
1629000	1631000	恢復到1980年代
1631000	1633000	前五年的
1633000	1635000	日本所謂的一個榮耀
1635000	1637000	它希望能夠承擔這個半導體
1637000	1639000	主要供應國內的地位
1639000	1641000	那韓國的部分
1641000	1643000	其實就有一點左右為難
1643000	1645000	那我可以看到
1645000	1647000	其實韓國跟台灣的半導體
1647000	1649000	最大的不同是在於過去
1649000	1651000	韓國它對於
1651000	1653000	半導體的投資中國的部分
1653000	1655000	其實規模遠比台灣
1655000	1657000	要來得大
1657000	1659000	過去因為台灣我們包括的就是
1659000	1661000	政府有嚴格的N-D方面
1661000	1663000	的製程管制
1663000	1665000	還有後續兩岸關係的
1665000	1667000	這個變化也比較緊張一些
1667000	1669000	所以我們台廠到中國
1669000	1671000	設廠的這個規模其實都並沒有
1671000	1673000	太大但是反觀三星
1673000	1675000	的部分在過去這幾年來
1675000	1677000	它其實到中國的投資
1677000	1679000	的金額累積已經有
1679000	1681000	大概58億美金了
1681000	1683000	而且三星的
1683000	1685000	在這個西安的Netfresh廠
1685000	1687000	或者是在
1687000	1689000	SK海力士中國的
1689000	1691000	這個DRAM廠
1691000	1693000	都佔這兩家公司
1693000	1695000	該項的產能
1695000	1697000	達到四成以上
1697000	1699000	而且還不僅有這個
1699000	1701000	SK海力士在大連的Netfresh
1701000	1703000	的產能也大概
1703000	1705000	佔它是兩成這樣一個比重
1705000	1707000	所以等於說其實韓國
1707000	1709000	有大部分的籌碼是落在
1709000	1711000	這個中國的
1711000	1713000	手中當然美國
1713000	1715000	也有插注就是
1715000	1717000	他就是往這個中國
1717000	1719000	進口他們的相關設備
1719000	1721000	當然最近美國已經
1721000	1723000	這個作為一個無限期
1723000	1725000	讓這個韓國的
1725000	1727000	這兩廠已經能夠獲得這個
1727000	1729000	豁免群但是
1729000	1731000	我也相信韓國在未來
1731000	1733000	的這個投資也不會
1733000	1735000	在大規模的投入到中國
1735000	1737000	他會選擇是
1737000	1739000	以中國以外國的地區
1739000	1741000	為主而在中國
1741000	1743000	現有的這些廠房大概就是
1743000	1745000	維持現狀或者是慢慢的
1745000	1747000	狀況其他的產品
1747000	1749000	作為一個發展因為
1749000	1751000	S就是三星的部分
1751000	1753000	他其實也有允許美國
1753000	1755000	的補助款而我們知道
1755000	1757000	美國的補助款他的限制的
1757000	1759000	反之一就是未來
1759000	1761000	十年在中國的一個投資
1761000	1763000	他的現金支撐
1763000	1765000	他都有產生的一個
1765000	1767000	比例上的一個限制
1767000	1769000	成長程度的限制
1769000	1771000	所以在這個部分其實還是
1771000	1773000	保住了韓國
1773000	1775000	所以韓國不會在投入大規模的
1775000	1777000	這個金額再到中國
1777000	1779000	而讓自己陷入到
1779000	1781000	在陷離中國跟美國
1781000	1783000	之間左右為難的
1783000	1785000	那個局面所以這個部分是
1785000	1787000	韓國未來所需要命名到的一個
1787000	1789000	問題好那另外我們再來
1789000	1791000	看到印度印度其實在這波
1791000	1793000	也非常的積極無非就是
1793000	1795000	希望能夠藉由他國之力
1795000	1797000	來建立他們自由
1797000	1799000	完整的這個供應鏈
1799000	1801000	但是我也必須說
1801000	1803000	印度在比較快的其實是
1803000	1805000	現有的辦公廳的封測
1805000	1807000	的這個產線比較快
1807000	1809000	IC設計也因為他們有比較
1809000	1811000	足夠的設計人才
1811000	1813000	所以這兩個部分的環節應該可以
1813000	1815000	比較快的建立
1815000	1817000	但是在基本製造的這個部分
1817000	1819000	相對會比較慢一點
1819000	1821000	我們可以從之前
1821000	1823000	鴻海跟這個當地人
1823000	1825000	跟他這家公司的一個合作
1825000	1827000	終止其實就可以看出
1827000	1829000	印度上的一些問題
1829000	1831000	就說印度他要建立
1831000	1833000	這個金人廠第一個部分
1833000	1835000	他過去的這個所謂供應鏈
1835000	1837000	有相關的環節
1837000	1839000	這個配套措施是比較不足的
1839000	1841000	還有人家缺乏專業
1841000	1843000	的人才那第一個部分
1843000	1845000	就是技術合作的來源
1845000	1847000	不太容易能夠
1847000	1849000	還有印度政府其實
1849000	1851000	對於金人廠的補貼金額
1851000	1853000	跟廠商的看法是有落差的
1853000	1855000	所以在這個部分我們判定
1855000	1857000	其實印度未來要再
1857000	1859000	成立所謂人的金人廠
1859000	1861000	他的速度會相對的
1861000	1863000	比較慢一些
1863000	1865000	我想豈不得如何其實面對
1865000	1867000	現在國際的這種分化
1867000	1869000	跟搭有的這個格局
1869000	1871000	臺灣要注意的是什麼
1871000	1873000	各國基於臺灣的第二大
1873000	1875000	供應國的地位
1875000	1877000	所以我們也要有意
1877000	1879000	我們的國際的空間的一個發展
1879000	1881000	會不會有遭到壓縮
1881000	1883000	甚至被避免化
1883000	1885000	這樣一個危機
1885000	1887000	第一個部分我要談的就是
1887000	1889000	南洋半導體島鏈的崛起
1889000	1891000	各位同學應該還是
1891000	1893000	比較停留在過去
1893000	1895000	東南亞國家新南向
1895000	1897000	可能還是比較以傳統產業
1897000	1899000	或者是說
1899000	1901000	在這個中關的電子產品
1901000	1903000	或者是組裝這個部分為主
1903000	1905000	但是我必須談來說
1905000	1907000	在美中科技戰之後
1907000	1909000	這個氛圍已經有一些不同的改變了
1909000	1911000	也就是說
1911000	1913000	在這個中國
1913000	1915000	一些外資已經開始慢慢的
1915000	1917000	撤出中國
1917000	1919000	甚至陸資自己本身也在
1919000	1921000	尋求下一個生產的基地
1921000	1923000	他們會往歐洲跟美國
1923000	1925000	去走嗎 不會
1925000	1927000	因為成本太高了
1927000	1929000	所以下一步去給他們
1929000	1931000	他們會選擇的是東南亞
1931000	1933000	所以最近我們可以看到
1933000	1935000	我幫大家晚點一下
1935000	1937000	在我們東南亞的這個
1937000	1939000	半導體島鏈其實慢慢的
1939000	1941000	逐步正在崛起
1941000	1943000	我們以新加坡來看
1943000	1945000	絕對是整個東南亞國家的
1945000	1947000	一個島鏈的樞紐
1947000	1949000	而且半導體的一級玩家都會
1949000	1951000	存在這個地方
1951000	1953000	大家也會去思考
1953000	1955000	新加坡為什麼這麼小的地方可以吸引到
1955000	1957000	這麼多國際的一個大廠
1957000	1959000	最主要是新加坡過去在租稅
1959000	1961000	方面的優惠吸引到
1961000	1963000	我們這一部分
1963000	1965000	但是前幾天其實張忠宏的
1965000	1967000	前董事長其實也在
1967000	1969000	運動會當中有提到
1969000	1971000	新加坡其實也很好
1971000	1973000	但是固定就是太小
1973000	1975000	所以他相對於日本
1975000	1977000	新加坡其實是少了
1977000	1979000	篤定了其他連線資源
1979000	1981000	的部分
1981000	1983000	另外我們來看在馬來西亞
1983000	1985000	確實封測目前是一個
1985000	1987000	重鎮所以我們可以看到日月光
1987000	1989000	英特爾還有在
1989000	1991000	英菲林時期的
1991000	1993000	馬來西亞來進行佈局
1993000	1995000	特別要看的是越南
1995000	1997000	越南已經從過去傳統
1997000	1999000	產業開始轉型
1999000	2001000	高科技跟半導體
2001000	2003000	最近最像是河內的部分
2003000	2005000	已經是在科技產業
2005000	2007000	新帶風的一個重鎮
2007000	2009000	今年上半年在
2009000	2011000	河內吸引外資的投資金額
2011000	2013000	年增率竟然
2013000	2015000	達到三倍之多
2015000	2017000	另外美國也給他加持
2017000	2019000	也就是說美國現在跟越南
2019000	2021000	也成立了所謂的一個
2021000	2023000	全面的
2023000	2025000	戰略的夥伴關係
2025000	2027000	這個是非常難得的
2027000	2029000	所以越南現在其實得到非常
2029000	2031000	多的一些優勢
2031000	2033000	也可以跟亞洲新思科技
2033000	2035000	也罕見的跟越南當地
2035000	2037000	來簽署這個培養
2037000	2039000	IC人才的備忘錄
2039000	2041000	所以在這個部分
2041000	2043000	的確未來越南人的心血
2043000	2045000	也是我們要特別關注的地方
2045000	2047000	那泰國
2047000	2049000	其實在此的東南亞
2049000	2051000	發展電動車的速度其實很快
2051000	2053000	所以未來可以預見
2053000	2055000	在泰國發展建立
2055000	2057000	所謂電動車上周下午
2057000	2059000	的公務業
2059000	2061000	這是可以期待的
2061000	2063000	那印度他就是希望能夠揭露
2063000	2065000	中國的世界工廠這個角色
2065000	2067000	所以印度他也幫他自己設立了
2067000	2069000	的目標
2069000	2071000	未來的五年他要在
2071000	2073000	他自己的產值
2073000	2075000	年復和成長對到達到
2075000	2077000	17%
2077000	2079000	那接下來我們再來看印尼
2079000	2081000	他現在掌握的是電動車的
2081000	2083000	重要的原料的命脈
2083000	2085000	就是全球
2085000	2087000	供應這個
2087000	2089000	主要的一個國家之一
2089000	2091000	那菲律賓主要還是分散
2091000	2093000	目前的第二基地
2093000	2095000	現在目前還是以公設的展現為主
2095000	2097000	那我們再細路來看
2097000	2099000	東南亞目前
2099000	2101000	第二只有兩個國家
2101000	2103000	現在是擁有晶圓廠的
2103000	2105000	第一個就是馬來西亞
2105000	2107000	第二個就是西加坡
2107000	2109000	那下一波當然非常積極的其實是印度
2109000	2111000	但是我們看到這些的
2111000	2113000	大概都是幫大家整理的
2113000	2115000	這個都是規劃上的
2115000	2117000	目前還沒有實際成立的
2117000	2119000	那我們剛剛也提到這個部分
2119000	2121000	的進程應該還是會比較慢一些
2121000	2123000	而我們看到
2123000	2125000	的大串其實都是在半導體
2125000	2127000	的公設這一塊的一個
2127000	2129000	它主要都是國際的IDM大廠
2129000	2131000	因為就是
2131000	2133000	看準這個半導體
2133000	2135000	方面的一個這個公設的環節
2135000	2137000	因為它畢竟是在整個半導體
2137000	2139000	當中是屬於
2139000	2141000	老地比較密集的這一塊
2141000	2143000	所以他們就會往東南亞
2143000	2145000	來進行移動
2145000	2147000	所以這一部分的展現性是比較多的
2147000	2149000	接下來我們再來看一下
2149000	2151000	台積電現在扮演了
2151000	2153000	全球半導體非常重要的
2153000	2155000	的要角的角色
2155000	2157000	我們來看它現在產能的分佈狀況
2157000	2159000	我們先從台灣
2159000	2161000	台灣它現在做陸的廠區
2161000	2163000	其實有包括Fab 2
2163000	2165000	3,5,6,8
2165000	2167000	12,14,15
2167000	2169000	18,20
2169000	2171000	還有Fab 22就是高雄地區
2171000	2173000	即將要亮成
2173000	2175000	很難以的一個部分
2175000	2177000	另外在公設的部分就有
2177000	2179000	6座廠這個是主要是
2179000	2181000	專攻先進風中的一個
2181000	2182000	廠
2182000	2184000	所以主要的整個生產中心
2184000	2186000	還是放在台灣
2186000	2188000	未來的高雄地區
2188000	2190000	其實從一開始的規劃
2190000	2192000	是從28跟7
2192000	2194000	這個混合式的
2194000	2196000	有成熟也有先進製程
2196000	2198000	後來就慢慢的
2198000	2200000	有一些出現變化
2200000	2202000	為什麼後來會決定
2202000	2204000	是南南亞
2204000	2206000	其實他們應該就是決定
2206000	2208000	這個28南南亞就是會往
2208000	2210000	德國的部分來進行設廠
2210000	2212000	因為德國就是會進行
2212000	2214000	28、22、26
2214000	2216000	跟12奈米的製程
2216000	2218000	而7奈米因為日本的
2218000	2220000	政府不斷的一個邀約
2220000	2222000	所以在日本熊本的第二廠區
2222000	2224000	大概是會進入到7奈米
2224000	2226000	跟6奈米的製程
2226000	2228000	所以台灣的部分
2228000	2230000	高雄廠因為還是記憶裡說
2230000	2232000	我們先進製程還是要
2232000	2234000	跟領台灣運送台灣
2234000	2236000	所以高雄地區未來就
2236000	2238000	會是防護到2奈米的
2238000	2239000	製程
2239000	2241000	接下來我們再來看中國
2241000	2243000	中國當然現在台積電
2243000	2245000	後來也爭取到美國
2245000	2247000	是無限期的豁免
2247000	2249000	但是台積電會不會在
2249000	2251000	中國持續的擴展
2251000	2253000	我覺得不太會
2253000	2255000	最後的一次應該就是
2255000	2257000	2021年他在南京廠
2257000	2259000	所投入的28.9億美金
2259000	2261000	來擴充他的
2261000	2263000	28奈米製程
2263000	2265000	這應該就是最後一次
2265000	2267000	那因為台積電一直在美中
2267000	2269000	科技戰的一個投資動向
2269000	2271000	這個所謂的相當利能關注
2271000	2273000	美方也會
2273000	2275000	特別的留意他們的動向
2275000	2277000	再加上他也
2277000	2279000	領取了美國的補助
2279000	2281000	還有他也不太可能再跟
2281000	2283000	台灣政府來申請N解密
2283000	2285000	的製程前往中國
2285000	2287000	所以在這個部分未來
2287000	2289000	他的投資的重點就是
2289000	2291000	美國日本跟歐洲
2291000	2293000	那大概我們知道在
2293000	2295000	美國的第一期亞利桑那州廠
2295000	2297000	就已經延宕了一年
2297000	2299000	所以會在2025年開出
2299000	2301000	這個所謂4奈米製程
2301000	2303000	那至於第二期
2303000	2305000	能不能夠在2026年
2305000	2307000	量產這個3奈米製程
2307000	2309000	還是有待觀察
2309000	2311000	不過我想因為在這個
2311000	2313000	拜登總統其實明天也要面臨到
2313000	2315000	選舉那因為美國今天法案
2315000	2317000	是他非常重要的一個政策
2317000	2319000	那所以他應該在
2319000	2321000	這個時候還是會
2321000	2323000	盡力的協助在
